Priority,Score,PANCE Yield,System,Subcategory,Condition,Missing Fields
0,100,3,"ID","Uncategorized","Rotavirus",""
0,100,3,"ENDO","Uncategorized","Growth Hormone Deficiency",""
0,100,3,"GI","Uncategorized","Gastric Outlet Obstruction",""
0,100,3,"GI","Uncategorized","Pyloric Stenosis",""
0,100,3,"GU","Uncategorized","Epididymo-Orchitis",""
0,100,3,"HEENT","Uncategorized","Ménière Disease",""
0,100,3,"GI","Hepatic Disorders","Hepatic Encephalopathy",""
0,100,3,"GI","Uncategorized","Dehydration",""
0,100,3,"DERM","Uncategorized","Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS/DIHS)",""
0,100,3,"GI","Uncategorized","Intussusception",""
0,100,2,"HEENT","Uncategorized","Retinitis Pigmentosa",""
0,100,3,"GI","Uncategorized","Malnutrition",""
0,100,3,"GI","Uncategorized","Refeeding Syndrome",""
0,100,3,"CV","ECG","Premature Atrial Complexes (PACs)",""
0,100,3,"DERM","Uncategorized","Melanoma",""
0,100,3,"GI","Uncategorized","Vitamin A Deficiency",""
0,100,3,"DERM","Uncategorized","Pustular Psoriasis",""
0,100,3,"GI","Uncategorized","Volvulus",""
0,100,3,"HEME","Uncategorized","Transfusion-Related Acute Lung Injury (TRALI)",""
0,100,2,"DERM","Uncategorized","Telangiectasia",""
0,100,3,"GI","Uncategorized","Phenylketonuria (PKU)",""
0,100,3,"GI","Uncategorized","Spontaneous Bacterial Peritonitis",""
0,100,3,"HEENT","Uncategorized","Anterior Uveitis / Iritis",""
0,100,3,"GI","Uncategorized","Trisomy 21",""
0,100,3,"GI","Uncategorized","Vitamin B1 (Thiamine) Deficiency",""
0,100,3,"ID","Uncategorized","Perinatal Group B Streptococcus Infection",""
0,100,3,"GI","Uncategorized","Diverticulosis",""
0,100,3,"GI","Uncategorized","Pilonidal Disease",""
0,100,3,"PULM","Obstructive Pulmonary Diseases","Chronic Bronchitis",""
0,100,3,"GI","Uncategorized","Duodenal Atresia",""
0,100,3,"REPRO","Uncategorized","Labor Dystocia (Failure to Progress)",""
0,100,3,"GI","Uncategorized","Salicylate Toxicity",""
0,100,3,"ENDO","Uncategorized","Thyroid Medullary Carcinoma (MEN-related)",""
0,100,3,"GU","Uncategorized","Spermatocele",""
0,100,3,"GU","Uncategorized","Mixed Incontinence",""
0,100,3,"RENAL","Uncategorized","Acute Kidney Injury",""
0,100,3,"DERM","Uncategorized","Stasis Dermatitis",""
0,100,2,"GU","Uncategorized","Urethral Diverticulum",""
0,100,3,"CV","ECG","Premature Ventricular Complexes (PVCs)",""
0,100,3,"GU","Uncategorized","UTI (Urease Producers)",""
0,100,3,"GU","Uncategorized","Pelvic Floor Dysfunction",""
0,100,3,"PSYCH","Uncategorized","Phencyclidine (PCP) Intoxication",""
0,100,3,"GU","Uncategorized","Fournier Gangrene",""
0,100,3,"GU","Uncategorized","Varicocele",""
0,100,3,"ID","Uncategorized","Ehrlichiosis",""
0,100,3,"DERM","Uncategorized","Subacute Cutaneous Lupus Erythematosus",""
0,100,2,"GU","Uncategorized","Epispadias",""
0,100,3,"GU","Valvular Disorders","Pelvic Organ Prolapse (Cystocele/Rectocele)",""
0,100,3,"PSYCH","Uncategorized","Somatic Symptom Disorder",""
0,100,3,"GU","Uncategorized","Prostatitis (Acute and Chronic)",""
0,100,2,"GU","Uncategorized","Penile Cancer",""
0,100,3,"GU","Uncategorized","Gonococcal Urethritis",""
0,100,3,"MSK","Uncategorized","Polymyalgia Rheumatica",""
0,100,3,"GU","Uncategorized","Acute Prostatitis",""
0,100,3,"GU","Uncategorized","Bladder Cancer",""
0,100,3,"GU","Uncategorized","Bladder Pain Syndrome",""
0,100,3,"MSK","Uncategorized","Stress Fracture (Tibia/Metatarsal)",""
0,100,3,"GU","Uncategorized","Erectile Dysfunction",""
0,100,2,"GU","Uncategorized","Peyronie Disease",""
0,100,3,"ID","Uncategorized","Influenza",""
0,100,3,"CV","Uncategorized","Heat Stroke / Heat Exhaustion",""
0,100,3,"GU","Uncategorized","Cryptorchidism",""
0,100,3,"HEENT","Infectious Diseases","Preseptal (Periorbital) Cellulitis",""
0,100,3,"GU","Uncategorized","Hydrocele",""
0,100,3,"GU","Uncategorized","Urethritis (STI Related)",""
0,100,3,"GU","Uncategorized","Priapism",""
0,100,3,"GU","Uncategorized","Overflow Incontinence",""
0,100,3,"GU","Uncategorized","Bladder Rupture",""
0,100,3,"HEME","Uncategorized","Acute Lymphoblastic Leukemia (ALL)",""
0,100,3,"ID","Uncategorized","Septic Shock",""
0,100,3,"RENAL","Hypertension","Hypertensive Nephrosclerosis",""
0,100,3,"MSK","Uncategorized","Lateral Meniscus Tear",""
0,100,3,"HEME","Uncategorized","Anemia of Chronic Kidney Disease",""
0,100,3,"DERM","Uncategorized","Nummular Dermatitis",""
0,100,3,"GI","Hepatic Disorders","Hepatitis C",""
0,100,3,"HEME","Uncategorized","Burkitt Lymphoma",""
0,100,3,"HEME","Hepatic Disorders","Liver Disease Coagulopathy",""
0,100,3,"RENAL","Uncategorized","Renal Vein Thrombosis",""
0,100,3,"HEME","Uncategorized","Essential Thrombocythemia",""
0,100,3,"HEME","Uncategorized","Physiologic Anemia of Infancy",""
0,100,3,"HEME","Uncategorized","Delayed Hemolytic Transfusion Reaction",""
0,100,3,"HEME","Uncategorized","Hemolytic Uremic Syndrome (HUS)",""
0,100,2,"HEME","Uncategorized","Primary Myelofibrosis",""
0,100,3,"PSYCH","Anxiety Disorders","Illness Anxiety Disorder (Hypochondriasis)",""
0,100,3,"HEME","Uncategorized","Anemia of Chronic Disease",""
0,100,3,"HEME","Uncategorized","Protein C Deficiency",""
0,100,3,"HEME","Uncategorized","Hodgkin Lymphoma",""
0,100,3,"HEME","Uncategorized","Paroxysmal Nocturnal Hemoglobinuria (PNH)",""
0,100,3,"HEME","Uncategorized","Alpha Thalassemia",""
0,100,3,"HEME","Uncategorized","Myelodysplastic Syndromes (MDS)",""
0,100,3,"MSK","Uncategorized","Morton’s Neuroma",""
0,100,3,"CV","Uncategorized","Stable Angina",""
0,100,3,"ENDO","Uncategorized","Hyperthyroidism (Graves' Disease)",""
0,100,3,"HEME","Uncategorized","Neutropenia",""
0,100,3,"CV","Conduction Disorders / Dysrhythmias","Ventricular Fibrillation",""
0,100,3,"ENDO","Uncategorized","Addison's Disease (Primary Adrenal Insufficiency)",""
0,100,3,"PULM","Uncategorized","Pulmonary Embolism",""
0,100,3,"CV","Hypertension","Malignant Hypertension",""
0,100,3,"HEENT","Uncategorized","Retinal Detachment",""
0,100,3,"MSK","Uncategorized","Slipped Capital Femoral Epiphysis",""
0,100,3,"MSK","Uncategorized","Supracondylar Humerus Fracture",""
0,100,3,"DERM","Uncategorized","Diaper Dermatitis",""
0,100,3,"HEENT","Uncategorized","Vestibular Neuritis",""
0,100,3,"CV","Uncategorized","Endocarditis",""
0,100,3,"HEME","Lipid Disorders","Antiphospholipid Antibody Syndrome",""
0,100,3,"HEME","Uncategorized","Hemophilia B",""
0,100,3,"MSK","Uncategorized","Compartment Syndrome",""
0,100,3,"HEME","Uncategorized","Sickle Cell Disease",""
0,100,3,"HEME","Uncategorized","Disorders of Spleen (Hypersplenism)",""
0,100,3,"CV","Uncategorized","Prinzmetal (Variant) Angina",""
0,100,3,"HEME","Uncategorized","Vitamin K Deficiency Coagulopathy",""
0,100,3,"ENDO","Uncategorized","Klinefelter Syndrome",""
0,100,2,"GU","Valvular Disorders","Urethral Prolapse",""
0,100,3,"HEME","Uncategorized","Immune Thrombocytopenic Purpura (ITP)",""
0,100,3,"HEME","Uncategorized","Iron Deficiency Anemia",""
0,100,3,"RENAL","Uncategorized","Acute Tubular Necrosis",""
0,100,3,"PSYCH","Uncategorized","Persistent (Chronic) Motor or Vocal Tic Disorder",""
0,100,3,"HEME","Uncategorized","Factor V Leiden Mutation",""
0,100,3,"HEME","Uncategorized","Febrile Neutropenia",""
0,100,3,"HEME","Uncategorized","Antithrombin III Deficiency",""
0,100,3,"NEURO","Uncategorized","Tuberous Sclerosis",""
0,100,3,"HEME","Uncategorized","Acute Blood Loss Anemia",""
0,100,3,"HEME","Uncategorized","Acute Hemolytic Transfusion Reaction",""
0,100,3,"ID","Uncategorized","C. difficile Infection",""
0,100,3,"CV","Vascular Disease","Deep Venous Thrombosis (DVT)",""
0,100,3,"HEME","Uncategorized","Beta Thalassemia",""
0,100,3,"HEME","Uncategorized","Mantle Cell Lymphoma",""
0,100,3,"PULM","Infectious Disorders","Pseudomonas Pneumonia",""
0,100,3,"GI","Uncategorized","Acetaminophen Toxicity",""
0,100,3,"HEME","Uncategorized","Prothrombin Gene Mutation",""
0,100,3,"GU","Uncategorized","Paraphimosis",""
0,100,3,"REPRO","Uncategorized","Sudden Infant Death Syndrome (SIDS)",""
0,100,3,"CV","Uncategorized","Acute Coronary Syndrome (ACS)",""
0,100,3,"GU","Uncategorized","Acute Cystitis",""
0,100,3,"MSK","Uncategorized","De Quervain Tenosynovitis",""
0,100,3,"ENDO","Uncategorized","Marfan Syndrome",""
0,100,3,"ENDO","Uncategorized","Paget's Disease of Bone (Endocrine)",""
0,100,3,"HEME","Uncategorized","Sickle Cell Trait",""
0,100,3,"HEME","Uncategorized","Acute Myeloid Leukemia (AML)",""
0,100,3,"MSK","Uncategorized","Drug-Induced Lupus",""
0,100,3,"PSYCH","Uncategorized","Benzodiazepine Intoxication",""
0,100,3,"ENDO","Uncategorized","Diabetic Ketoacidosis (DKA)",""
0,100,3,"HEME","Uncategorized","Thrombotic Thrombocytopenic Purpura (TTP)",""
0,100,3,"HEENT","Uncategorized","Chronic Suppurative Otitis Media",""
0,100,3,"HEME","Uncategorized","Polycythemia Vera",""
0,100,3,"HEME","Uncategorized","Heparin-Induced Thrombocytopenia (HIT)",""
0,100,3,"HEME","Uncategorized","Hereditary Spherocytosis",""
0,100,3,"MSK","Uncategorized","Kawasaki Disease",""
0,100,3,"HEENT","Uncategorized","Croup (Laryngotracheobronchitis)",""
0,100,3,"HEME","Uncategorized","Multiple Myeloma",""
0,100,3,"HEME","Uncategorized","Autoimmune Hemolytic Anemia",""
0,100,3,"RENAL","Uncategorized","Hemolytic Uremic Syndrome (Pediatric Primary)",""
0,100,3,"PSYCH","Uncategorized","Binge-Eating Disorder",""
0,100,3,"MSK","Uncategorized","High Ankle (Syndesmotic) Sprain",""
0,100,3,"HEME","Uncategorized","von Willebrand Disease",""
0,100,3,"HEME","Uncategorized","Drug-Induced Thrombocytopenia",""
0,100,3,"HEME","Uncategorized","Non-Hodgkin Lymphoma",""
0,100,3,"DERM","Uncategorized","Stevens-Johnson Syndrome (SJS)",""
0,100,3,"HEME","Uncategorized","Aplastic Anemia",""
0,100,3,"CV","Congenital Heart Disease","Coarctation of the Aorta",""
0,100,2,"ID","Uncategorized","Chancroid",""
0,100,3,"REPRO","Uncategorized","Uterine Leiomyomas (Fibroids)",""
0,100,3,"ID","Uncategorized","Cytomegalovirus (Systemic)",""
0,100,3,"ID","Uncategorized","Streptococcal Pharyngitis (Strep Throat)",""
0,100,3,"MSK","Uncategorized","Legg-Calvé-Perthes Disease",""
0,100,3,"CV","Vascular Disease","Chronic Venous Insufficiency",""
0,100,3,"DERM","Uncategorized","Lichen Planus",""
0,100,3,"ID","Uncategorized","Vibrio (Cholera / Parahemolyticus)",""
0,100,3,"GU","Uncategorized","Hypospadias",""
0,100,3,"RENAL","Uncategorized","Nephrotic Syndrome",""
0,100,3,"DERM","Uncategorized","Squamous Cell Carcinoma",""
0,100,3,"ID","Uncategorized","Botulism",""
0,100,3,"MSK","Uncategorized","Sjögren Syndrome",""
0,100,3,"CV","Uncategorized","High Altitude Illness",""
0,100,3,"CV","Valvular Disorders","Aortic Regurgitation",""
0,100,2,"DERM","Uncategorized","Erythrodermic Psoriasis",""
0,100,3,"DERM","Uncategorized","Epidermal Inclusion Cyst",""
0,100,3,"GI","Uncategorized","Esophageal Ring",""
0,100,3,"GI","Uncategorized","Anal Fissure",""
0,100,3,"GI","Uncategorized","Irritable Bowel Syndrome",""
0,100,3,"ID","Uncategorized","Rubella",""
0,100,2,"CV","Uncategorized","High-Output Heart Failure",""
0,100,3,"ID","Uncategorized","Necrotizing Fasciitis",""
0,100,3,"MSK","Uncategorized","Medial Meniscus Tear",""
0,100,3,"ID","Uncategorized","Hand-Foot-and-Mouth Disease",""
0,100,3,"ID","Uncategorized","Rocky Mountain Spotted Fever",""
0,100,3,"ID","Uncategorized","Toxoplasmosis",""
0,100,3,"ID","Uncategorized","Lyme Disease",""
0,100,3,"HEENT","Uncategorized","Presbycusis",""
0,100,3,"ID","Uncategorized","Genital Herpes (HSV-2)",""
0,100,3,"ID","Uncategorized","Salmonella",""
0,100,3,"ID","Uncategorized","Tuberculosis (Active)",""
0,100,3,"HEENT","Uncategorized","Deviated Nasal Septum",""
0,100,3,"ENDO","Uncategorized","Type 2 Diabetes Mellitus",""
0,100,3,"ID","Uncategorized","Scarlet Fever",""
0,100,3,"ID","Uncategorized","HPV Infection / Genital Warts",""
0,100,3,"ID","Uncategorized","Cestode Infection",""
0,100,3,"ID","Infectious Disorders","Pneumocystis jirovecii Pneumonia (PCP)",""
0,100,3,"ID","Uncategorized","Prion Diseases (e.g., Creutzfeldt-Jakob Disease)",""
0,100,2,"ID","Uncategorized","Leptospirosis",""
0,100,3,"ID","Uncategorized","Pinworm",""
0,100,3,"ID","Uncategorized","Cryptococcosis",""
0,100,3,"MSK","Uncategorized","Osteopenia",""
0,100,3,"MSK","Uncategorized","Quadriceps Tendon Rupture",""
0,100,3,"MSK","Vascular Disease","Polyarteritis Nodosa",""
0,100,3,"MSK","Uncategorized","Lateral Collateral Ligament (LCL) Injury",""
0,100,3,"PULM","Obstructive Pulmonary Diseases","Asthma",""
0,100,3,"MSK","Uncategorized","Ewing Sarcoma",""
0,100,3,"MSK","Uncategorized","Scoliosis",""
0,100,3,"MSK","Uncategorized","Ganglion Cyst",""
0,100,3,"MSK","Uncategorized","Boxer Fracture (5th Metacarpal Neck)",""
0,100,3,"MSK","Uncategorized","Medial Collateral Ligament (MCL) Injury",""
0,100,3,"MSK","Uncategorized","Gamekeeper/Skier Thumb (UCL Injury)",""
0,100,3,"MSK","Uncategorized","Ankylosing Spondylitis",""
0,100,3,"MSK","Uncategorized","Osteosarcoma",""
0,100,3,"MSK","Uncategorized","Radial Head Fracture",""
0,100,3,"MSK","Uncategorized","Rotator Cuff Tendinopathy",""
0,100,3,"MSK","Uncategorized","Prosthetic Joint Infection",""
0,100,3,"MSK","Uncategorized","Fibromyalgia",""
0,100,3,"MSK","Uncategorized","Dermatomyositis",""
0,100,3,"MSK","Uncategorized","Enteropathic Arthritis",""
0,100,3,"MSK","Uncategorized","Maisonneuve Fracture",""
0,100,3,"MSK","Uncategorized","Osteoarthritis",""
0,100,3,"MSK","Uncategorized","Nursemaid Elbow (Radial Head Subluxation)",""
0,100,3,"MSK","Uncategorized","Colles Fracture",""
0,100,3,"MSK","Uncategorized","Polymyositis",""
0,100,3,"MSK","Uncategorized","Septic Bursitis",""
0,100,3,"MSK","Uncategorized","Granulomatosis with Polyangiitis (Wegener)",""
0,100,3,"NEURO","Seizure Disorders","Absence Seizure",""
0,100,3,"NEURO","Headaches","Cluster Headache",""
0,100,3,"MSK","Uncategorized","Femoral Shaft Fracture",""
0,100,3,"NEURO","Seizure Disorders","Febrile Seizures (Pediatric)",""
0,100,3,"NEURO","Cerebrovascular Disorders","Lewy Body Dementia",""
0,100,3,"MSK","Uncategorized","Anterior Shoulder Dislocation",""
0,100,3,"NEURO","Seizure Disorders","Pseudoseizures (Psychogenic Non-Epileptic Seizures - PNES)",""
0,100,3,"NEURO","Uncategorized","Alzheimer's Disease",""
0,100,3,"MSK","Uncategorized","Posterior Cruciate Ligament (PCL) Injury",""
0,100,3,"NEURO","Uncategorized","Complex Regional Pain Syndrome (CRPS)",""
0,100,3,"NEURO","Uncategorized","Meralgia Paresthetica",""
0,100,3,"NEURO","Uncategorized","Multiple Sclerosis",""
0,100,3,"NEURO","Uncategorized","Neurofibromatosis Type 1",""
0,100,3,"NEURO","Uncategorized","Subarachnoid Hemorrhage",""
0,100,3,"NEURO","Uncategorized","Transverse Myelitis",""
0,100,3,"NEURO","Uncategorized","Median Nerve Palsy",""
0,100,3,"NEURO","Uncategorized","Restless Legs Syndrome",""
0,100,3,"NEURO","Uncategorized","Syncope",""
0,100,3,"NEURO","Uncategorized","Encephalitis",""
0,100,3,"NEURO","Cerebrovascular Disorders","Vascular Dementia",""
0,100,3,"NEURO","Cerebrovascular Disorders","Frontotemporal Dementia",""
0,100,3,"NEURO","Uncategorized","Epidural Hematoma",""
0,100,3,"NEURO","Uncategorized","Guillain-Barré Syndrome",""
0,100,3,"NEURO","Uncategorized","Huntington Disease",""
0,100,3,"NEURO","Uncategorized","Subdural Hematoma",""
0,100,3,"NEURO","Uncategorized","Muscular Dystrophy (Duchenne/Becker)",""
0,100,3,"NEURO","Uncategorized","Peroneal Nerve Palsy",""
0,100,3,"NEURO","Uncategorized","Upper Motor Neuron Lesion",""
0,100,3,"NEURO","Uncategorized","Peripheral Polyneuropathy",""
0,100,3,"NEURO","Uncategorized","Spinal Stenosis – Neurologic Manifestations",""
0,100,3,"NEURO","Seizure Disorders","Generalized Tonic-Clonic Seizure",""
0,100,3,"NEURO","Uncategorized","Ulnar Nerve Palsy",""
0,100,3,"REPRO","Uncategorized","Anembryonic Pregnancy",""
0,100,3,"PSYCH","Uncategorized","Delirium",""
0,100,3,"PSYCH","Uncategorized","Grief Reaction",""
0,100,3,"PSYCH","Uncategorized","Major Neurocognitive Disorder (Dementia)",""
0,100,3,"PSYCH","Uncategorized","Malingering",""
0,100,3,"PSYCH","Depressive Disorders","Persistent Depressive Disorder (Dysthymia)",""
0,100,2,"PSYCH","Uncategorized","Intermittent Explosive Disorder",""
0,100,3,"PSYCH","Anxiety Disorders","Separation Anxiety Disorder",""
0,100,3,"PSYCH","Uncategorized","Alcohol Withdrawal",""
0,100,3,"PSYCH","Uncategorized","Autism Spectrum Disorder",""
0,100,2,"PSYCH","Uncategorized","Hypersomnolence Disorder",""
0,100,2,"PSYCH","Uncategorized","Excoriation (Skin-Picking) Disorder",""
0,100,3,"PSYCH","Uncategorized","Schizophreniform Disorder",""
0,100,3,"PSYCH","Uncategorized","Cannabis Intoxication",""
0,100,3,"PSYCH","Uncategorized","Tourette Syndrome",""
0,100,3,"PSYCH","Uncategorized","Opioid Withdrawal",""
0,100,3,"PSYCH","Psychotic Disorders","Brief Psychotic Disorder",""
0,100,3,"PSYCH","Uncategorized","Psychogenic Nonepileptic Seizure",""
0,100,3,"PSYCH","Uncategorized","Conversion Disorder (Functional Neurological Symptom Disorder)",""
0,100,3,"PSYCH","Eating Disorders","Binge Eating Disorder",""
0,100,3,"PSYCH","Uncategorized","Hallucinogen Use Disorder",""
0,100,2,"PSYCH","Uncategorized","Selective Mutism",""
0,100,3,"PSYCH","Uncategorized","Avoidant Personality Disorder",""
0,100,2,"PSYCH","Uncategorized","Avoidant/Restrictive Food Intake Disorder (ARFID)",""
0,100,3,"PSYCH","Uncategorized","Opioid Intoxication",""
0,100,3,"PSYCH","Uncategorized","Schizophrenia",""
0,100,3,"PSYCH","Uncategorized","Antisocial Personality Disorder",""
0,100,2,"PSYCH","Uncategorized","Reactive Attachment Disorder",""
0,100,2,"PSYCH","Uncategorized","Kleptomania",""
0,100,3,"PSYCH","Uncategorized","Schizotypal Personality Disorder",""
0,100,3,"PULM","Uncategorized","Alpha-1 Antitrypsin Deficiency",""
0,100,3,"PULM","Infectious Disorders","Aspiration Pneumonia",""
0,100,3,"PULM","Infectious Disorders","Community-Acquired Pneumonia",""
0,100,3,"PULM","Obstructive Pulmonary Diseases","Emphysema",""
0,100,3,"PULM","Infectious Disorders","Klebsiella Pneumonia",""
0,100,3,"PULM","Obstructive Pulmonary Diseases","Obstructive Sleep Apnea (OSA)",""
0,100,3,"PULM","Infectious Disorders","Streptococcal Pneumonia",""
0,100,3,"PULM","Infectious Disorders","Viral Pneumonia",""
0,100,3,"PULM","Uncategorized","Hemothorax",""
0,100,3,"PULM","Uncategorized","Pleural Effusion",""
0,100,3,"PULM","Uncategorized","Small Cell Lung Cancer",""
0,100,3,"RENAL","Uncategorized","Acute Glomerulonephritis",""
0,100,2,"RENAL","Uncategorized","Angiomyolipoma",""
0,100,3,"RENAL","Uncategorized","Chronic Interstitial Nephritis",""
0,100,3,"RENAL","Uncategorized","Contrast-Induced Nephropathy",""
0,100,3,"RENAL","Uncategorized","Diabetic Nephropathy",""
0,100,3,"RENAL","Uncategorized","Hyperkalemia (Renal Causes)",""
0,100,3,"RENAL","Uncategorized","Hypernatremia (Renal Causes)",""
0,100,3,"RENAL","Valvular Disorders","Renal Artery Stenosis",""
0,100,3,"RENAL","Uncategorized","Metabolic Acidosis (Renal Causes)",""
0,100,3,"NEURO","Uncategorized","Intracerebral Hemorrhage",""
0,100,3,"RENAL","Uncategorized","Nephrolithiasis (General Evaluation)",""
0,100,3,"RENAL","Hypertension","Hypertensive Emergency with Renal Injury",""
0,100,3,"RENAL","Uncategorized","Anti-GBM Disease (Goodpasture)",""
0,100,3,"REPRO","Uncategorized","Abnormal Uterine Bleeding (AUB)",""
0,100,3,"REPRO","Infectious Diseases","Bartholin's Cyst / Abscess",""
0,100,3,"REPRO","Uncategorized","Breast Fibroadenoma",""
0,100,3,"REPRO","Uncategorized","Eclampsia",""
0,100,3,"REPRO","Uncategorized","Fetal Macrosomia",""
0,100,3,"REPRO","Uncategorized","Hyperprolactinemia (Reproductive Effects)",""
0,100,3,"REPRO","Uncategorized","Incompetent Cervix",""
0,100,3,"REPRO","Valvular Disorders","Pelvic Organ Prolapse (Cystocele, Rectocele, Uterine Prolapse)",""
0,100,3,"REPRO","Depressive Disorders","Postpartum Depression",""
0,100,3,"REPRO","Uncategorized","Postpartum Endometritis",""
0,100,3,"REPRO","Uncategorized","Premature Ovarian Insufficiency",""
0,100,3,"REPRO","Uncategorized","Shoulder Dystocia",""
0,100,3,"REPRO","Uncategorized","Urinary Incontinence (Stress, Urge, Overflow)",""
0,100,3,"REPRO","Uncategorized","Endometrial (Uterine) Cancer",""
0,100,3,"REPRO","Infectious Diseases","Tubo-Ovarian Abscess",""
0,100,3,"REPRO","Uncategorized","Male Infertility (Sperm Abnormalities)",""
0,100,3,"REPRO","Uncategorized","Endometriosis",""
0,100,3,"REPRO","Uncategorized","Inevitable / Incomplete / Complete Abortion",""
0,100,3,"REPRO","Uncategorized","Preterm Premature Rupture of Membranes (PPROM)",""
0,100,3,"REPRO","Uncategorized","Primary Amenorrhea",""
0,100,3,"REPRO","Uncategorized","Galactorrhea",""
0,100,3,"REPRO","Uncategorized","Gonococcal Cervicitis",""
0,100,3,"REPRO","Uncategorized","Premature Rupture of Membranes (PROM)",""
0,100,3,"REPRO","Uncategorized","Female Infertility – Anovulation",""
0,100,3,"REPRO","Uncategorized","Severe Preeclampsia",""
0,100,2,"REPRO","Uncategorized","Vulvar Cancer",""
0,100,3,"REPRO","Uncategorized","Fibrocystic Breast Changes",""
0,100,3,"REPRO","Hypertension","Gestational Hypertension",""
0,100,3,"REPRO","Uncategorized","Lichen Sclerosus",""
0,100,3,"REPRO","Uncategorized","Vulvodynia",""
0,100,3,"REPRO","Uncategorized","Dysmenorrhea",""
0,100,3,"REPRO","Uncategorized","Hyperemesis Gravidarum",""
0,100,3,"REPRO","Uncategorized","Ovarian Cancer",""
0,100,3,"REPRO","Uncategorized","Polycystic Ovary Syndrome (PCOS)",""
0,100,3,"REPRO","Uncategorized","Preeclampsia",""
0,100,3,"REPRO","Uncategorized","Preterm Labor",""
0,100,3,"REPRO","Uncategorized","Male Factor Infertility",""
0,100,3,"REPRO","Uncategorized","Mastitis",""
0,100,2,"REPRO","Uncategorized","Vaginal Cancer",""
0,100,3,"REPRO","Uncategorized","Meconium Aspiration",""
0,100,3,"REPRO","Uncategorized","Necrotizing Enterocolitis",""
0,100,3,"DERM","Uncategorized","Cutaneous Candidiasis",""
0,100,3,"REPRO","Uncategorized","Gestational Diabetes Mellitus",""
0,100,3,"MSK","Uncategorized","Clavicle Fracture",""
0,100,3,"DERM","Uncategorized","Henoch-Schönlein Purpura (IgA Vasculitis) – Cutaneous Findings",""
0,100,3,"DERM","Uncategorized","Bullous Pemphigoid",""
0,100,3,"MSK","Uncategorized","Osteochondritis Dissecans",""
0,100,3,"DERM","Uncategorized","Telogen Effluvium",""
0,100,3,"GI","Uncategorized","Gastritis",""
0,100,3,"GI","Uncategorized","Beriberi",""
0,100,3,"GI","Uncategorized","Fecal Impaction",""
0,100,3,"HEME","Uncategorized","Folate Deficiency Anemia",""
0,100,3,"PULM","Uncategorized","Acute Epiglottitis",""
0,100,3,"PULM","Infectious Disorders","Pneumocystis jirovecii Pneumonia (PJP)",""
0,100,3,"MSK","Uncategorized","Proximal Biceps Tendon Rupture",""
0,100,3,"RENAL","Uncategorized","Uric Acid Stones",""
0,100,3,"MSK","Uncategorized","Medial Epicondylitis (Golfer Elbow)",""
0,100,3,"MSK","Uncategorized","Iliotibial Band Syndrome",""
0,100,3,"MSK","Uncategorized","Dupuytren Contracture",""
0,100,3,"MSK","Uncategorized","Adhesive Capsulitis",""
0,100,3,"PSYCH","Uncategorized","Adjustment Disorder",""
0,100,3,"MSK","Uncategorized","Lateral Ankle Sprain",""
0,100,3,"MSK","Uncategorized","Osteoporosis",""
0,100,3,"MSK","Uncategorized","Osteomyelitis",""
0,100,3,"MSK","Uncategorized","Tibial Plateau Fracture",""
0,100,3,"MSK","Uncategorized","Posterior Shoulder Dislocation",""
0,100,3,"CV","Cardiomyopathy","Dilated Cardiomyopathy",""
0,100,3,"ID","Uncategorized","Fifth Disease",""
0,100,3,"ID","Uncategorized","Lice (Pediculosis)",""
0,100,3,"ID","Uncategorized","COVID-19",""
0,100,3,"ID","Uncategorized","Herpes Zoster (Shingles)",""
0,100,3,"PULM","Uncategorized","Cystic Fibrosis",""
0,100,3,"NEURO","Uncategorized","Lyme Neuroborreliosis",""
0,100,3,"NEURO","Uncategorized","Cervical Radiculopathy",""
0,100,3,"NEURO","Movement Disorders","Dystonia",""
0,100,3,"NEURO","Uncategorized","Amyotrophic Lateral Sclerosis (ALS)",""
0,100,3,"NEURO","Uncategorized","Cauda Equina Syndrome",""
0,100,3,"NEURO","Uncategorized","Diffuse Axonal Injury",""
0,100,3,"NEURO","Headaches","Medication Overuse (Rebound) Headache",""
0,100,3,"NEURO","Uncategorized","Basilar Skull Fracture",""
0,100,3,"NEURO","Uncategorized","Normal Pressure Hydrocephalus (NPH)",""
0,100,3,"NEURO","Cerebrovascular Disorders","Essential Tremor",""
0,100,3,"RENAL","Uncategorized","Metabolic Alkalosis (Renal Causes)",""
0,100,3,"NEURO","Uncategorized","Cerebral Palsy",""
0,100,3,"NEURO","Uncategorized","Lambert-Eaton Myasthenic Syndrome",""
0,100,3,"NEURO","Seizure Disorders","Status Epilepticus",""
0,100,3,"NEURO","Uncategorized","Posterior Column Disease",""
0,100,3,"NEURO","Uncategorized","Radial Nerve Palsy",""
0,100,3,"NEURO","Uncategorized","Lumbar Radiculopathy (Sciatica)",""
0,100,3,"NEURO","Uncategorized","Spinal Cord Compression",""
0,100,2,"NEURO","Uncategorized","Cerebral Venous Sinus Thrombosis",""
0,100,3,"NEURO","Uncategorized","Bacterial Meningitis",""
0,100,3,"NEURO","Uncategorized","Ulnar Neuropathy",""
0,100,3,"NEURO","Uncategorized","Hydrocephalus (Pediatric)",""
0,100,3,"NEURO","Uncategorized","Increased Intracranial Pressure",""
0,100,3,"NEURO","Uncategorized","Viral Meningitis",""
